town,state,lga,postcode,district
Okonta,Cross River  ,Akampa  ,542111,Ubang-Hara 
Okpo,Cross River  ,Akampa  ,542111,Ubang-Hara 
Onba Ikun,Cross River  ,Akampa  ,542111,Ubang-Hara 
Onoronwanza,Cross River  ,Akampa  ,542111,Ubang-Hara 
Oriti Ugom,Cross River  ,Akampa  ,542111,Ubang-Hara 
Owon-Aradun,Cross River  ,Akampa  ,542111,Ubang-Hara 
Ugburugbu,Cross River  ,Akampa  ,542111,Ubang-Hara 
Urambok,Cross River  ,Akampa  ,542111,Ubang-Hara 
Uyor Eyai,Cross River  ,Akampa  ,542111,Ubang-Hara 
Abia,Cross River  ,Boki,551102,Northern Etung
Abonita,Cross River  ,Boki,551102,Northern Etung
Agbokim Obi,Cross River  ,Boki,551102,Northern Etung
Beabuagbong,Cross River  ,Boki,551102,Northern Etung
Bebuabie,Cross River  ,Boki,551102,Northern Etung
Bebuatauan,Cross River  ,Boki,551102,Northern Etung
Bedia,Cross River  ,Boki,551102,Northern Etung
Begiaba,Cross River  ,Boki,551102,Northern Etung
Bendeghe Ekim,Cross River  ,Boki,551102,Northern Etung
Betukwai,Cross River  ,Boki,551102,Northern Etung
Effraya,Cross River  ,Boki,551102,Northern Etung
Ekimaya,Cross River  ,Boki,551102,Northern Etung
Ekuhaiai,Cross River  ,Boki,551102,Northern Etung
Ibong,Cross River  ,Boki,551102,Northern Etung
Igwe,Cross River  ,Boki,551102,Northern Etung
Kakum,Cross River  ,Boki,551102,Northern Etung
Kukorshie,Cross River  ,Boki,551102,Northern Etung
Kutiang,Cross River  ,Boki,551102,Northern Etung
Mbume,Cross River  ,Boki,551102,Northern Etung
Ohong,Cross River  ,Boki,551102,Northern Etung
Ubong-Better,Cross River  ,Boki,551102,Northern Etung
Abiakom,Cross River  ,Bakassi ,541101,Odukpani (West) 
Adiabo Ikot-Otu,Cross River  ,Bakassi ,541101,Odukpani (West) 
Akani Obio-Akim,Cross River  ,Bakassi ,541101,Odukpani (West) 
Akim Akim,Cross River  ,Bakassi ,541101,Odukpani (West) 
Akpong,Cross River  ,Bakassi ,541101,Odukpani (West) 
Anyanghanse,Cross River  ,Bakassi ,541101,Odukpani (West) 
Ediki Okon-Eta,Cross River  ,Bakassi ,541101,Odukpani (West) 
Esuk Adim,Cross River  ,Bakassi ,541101,Odukpani (West) 
Esuk Itiat,Cross River  ,Bakassi ,541101,Odukpani (West) 
Esuk Mbat,Cross River  ,Bakassi ,541101,Odukpani (West) 
Etaa Kpini,Cross River  ,Bakassi ,541101,Odukpani (West) 
Etim Edet ,Cross River  ,Bakassi ,541101,Odukpani (West) 
Ibuot,Cross River  ,Bakassi ,541101,Odukpani (West) 
Ikot Agbor,Cross River  ,Bakassi ,541101,Odukpani (West) 
Ikot Ansa Ekpo,Cross River  ,Bakassi ,541101,Odukpani (West) 
Ikot Ayom,Cross River  ,Bakassi ,541101,Odukpani (West) 
Ikot Mesembe,Cross River  ,Bakassi ,541101,Odukpani (West) 
Ikot Offiong,Cross River  ,Bakassi ,541101,Odukpani (West) 
Ikot Okon-Archibong,Cross River  ,Bakassi ,541101,Odukpani (West) 
Ikot Okpo-Umoh,Cross River  ,Bakassi ,541101,Odukpani (West) 
Ikot William-George,Cross River  ,Bakassi ,541101,Odukpani (West) 
Mbat Odukpani,Cross River  ,Bakassi ,541101,Odukpani (West) 
Obot Oyoh,Cross River  ,Bakassi ,541101,Odukpani (West) 
Odukpani Dua,Cross River  ,Bakassi ,541101,Odukpani (West) 
Okong Nte-Okong,Cross River  ,Bakassi ,541101,Odukpani (West) 
Usung Ayom,Cross River  ,Bakassi ,541101,Odukpani (West) 
Archibong,Cross River  ,Bakassi ,541102,Odukpani (East)
Asabanka,Cross River  ,Bakassi ,541102,Odukpani (East)
Efeta,Cross River  ,Bakassi ,541102,Odukpani (East)
Enyanghanse,Cross River  ,Bakassi ,541102,Odukpani (East)
Esin Ufot I,Cross River  ,Bakassi ,541102,Odukpani (East)
Esin Ufot II,Cross River  ,Bakassi ,541102,Odukpani (East)
Etantan,Cross River  ,Bakassi ,541102,Odukpani (East)
Idundu,Cross River  ,Bakassi ,541102,Odukpani (East)
Ikot Archibong,Cross River  ,Bakassi ,541102,Odukpani (East)
Ikot Okon,Cross River  ,Bakassi ,541102,Odukpani (East)
Ikpa,Cross River  ,Bakassi ,541102,Odukpani (East)
Orok Epong,Cross River  ,Bakassi ,541102,Odukpani (East)
Atim Asan,Cross River  ,Bakassi ,541103,Atimbo (West) 
Duke,Cross River  ,Bakassi ,541103,Atimbo (West) 
Edem,Cross River  ,Bakassi ,541103,Atimbo (West) 
Edet Nsa,Cross River  ,Bakassi ,541103,Atimbo (West) 
Effiong,Cross River  ,Bakassi ,541103,Atimbo (West) 
Esit Ikot Inameti,Cross River  ,Bakassi ,541103,Atimbo (West) 
Esit Ikot-Effanga,Cross River  ,Bakassi ,541103,Atimbo (West) 
Ete Oyo,Cross River  ,Bakassi ,541103,Atimbo (West) 
Eto Mkpa-Archigong,Cross River  ,Bakassi ,541103,Atimbo (West) 
Eto Mkpe Yellow,Cross River  ,Bakassi ,541103,Atimbo (West) 
Eto Mkpe-Edem ,Cross River  ,Bakassi ,541103,Atimbo (West) 
Etok Ukana Ikot-Efanga,Cross River  ,Bakassi ,541103,Atimbo (West) 
Iko Ekpo-Ase,Cross River  ,Bakassi ,541103,Atimbo (West) 
Ikot Akwa-Umo ,Cross River  ,Bakassi ,541103,Atimbo (West) 
Ikot Efio Okon,Cross River  ,Bakassi ,541103,Atimbo (West) 
Ikot Efiong,Cross River  ,Bakassi ,541103,Atimbo (West) 
Ikot Mkpe Efiom,Cross River  ,Bakassi ,541103,Atimbo (West) 
Ikot Ndarake,Cross River  ,Bakassi ,541103,Atimbo (West) 
Ikot Okon Eniang,Cross River  ,Bakassi ,541103,Atimbo (West) 
Ikot Okpo Ene,Cross River  ,Bakassi ,541103,Atimbo (West) 
Ikot Oyom,Cross River  ,Bakassi ,541103,Atimbo (West) 
Itu Ikot-Efanga,Cross River  ,Bakassi ,541103,Atimbo (West) 
Mbanyok Ikot-Efanga,Cross River  ,Bakassi ,541103,Atimbo (West) 
Mong,Cross River  ,Bakassi ,541103,Atimbo (West) 
Okon Etim,Cross River  ,Bakassi ,541103,Atimbo (West) 
Oton Kwo,Cross River  ,Bakassi ,541103,Atimbo (West) 
Urua Ndung-Ikot-Efanga,Cross River  ,Bakassi ,541103,Atimbo (West) 
Anwa Enang-Edem,Cross River  ,Bakassi ,541104,Atimbo (East) 
Asibang,Cross River  ,Bakassi ,541104,Atimbo (East) 
Atimbo,Cross River  ,Bakassi ,541104,Atimbo (East) 
Edem,Cross River  ,Bakassi ,541104,Atimbo (East) 
Edik Ekpen Eyo,Cross River  ,Bakassi ,541104,Atimbo (East) 
Efanga,Cross River  ,Bakassi ,541104,Atimbo (East) 
Efiom,Cross River  ,Bakassi ,541104,Atimbo (East) 
Ekpeme Ikot Ekpse,Cross River  ,Bakassi ,541104,Atimbo (East) 
Ekpeme Ikot Umo,Cross River  ,Bakassi ,541104,Atimbo (East) 
Ekpene Tete,Cross River  ,Bakassi ,541104,Atimbo (East) 
Ekpri Ikot,Cross River  ,Bakassi ,541104,Atimbo (East) 
Ifondo,Cross River  ,Bakassi ,541104,Atimbo (East) 
Ikot,Cross River  ,Bakassi ,541104,Atimbo (East) 
Ikot Abasi-Archibong,Cross River  ,Bakassi ,541104,Atimbo (East) 
Ikot Anasa Edet,Cross River  ,Bakassi ,541104,Atimbo (East) 
Ikot Asuquo-Edem,Cross River  ,Bakassi ,541104,Atimbo (East) 
Ikot Asuquo-Ukut,Cross River  ,Bakassi ,541104,Atimbo (East) 
Ikot Edem-Ndarake,Cross River  ,Bakassi ,541104,Atimbo (East) 
Ikot Efefiong,Cross River  ,Bakassi ,541104,Atimbo (East) 
Ikot Efio Ayarare,Cross River  ,Bakassi ,541104,Atimbo (East) 
Ikot Efio Enang,Cross River  ,Bakassi ,541104,Atimbo (East) 
Ikot Ekanaem-Nya,Cross River  ,Bakassi ,541104,Atimbo (East) 
Ikot Ekpo Ene,Cross River  ,Bakassi ,541104,Atimbo (East) 
Ikot Ekpri,Cross River  ,Bakassi ,541104,Atimbo (East) 
Ikot Ewa Effiom,Cross River  ,Bakassi ,541104,Atimbo (East) 
Ikot Eyo Abia,Cross River  ,Bakassi ,541104,Atimbo (East) 
Ikot Offiong-Ambai,Cross River  ,Bakassi ,541104,Atimbo (East) 
Ikot Ofiong Owo,Cross River  ,Bakassi ,541104,Atimbo (East) 
Ikot Uba,Cross River  ,Bakassi ,541104,Atimbo (East) 
Akwa Esuk Iyamba,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Archibong ,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Ekakat Iyamba,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Ekpene Ikot Edet-Nsa,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Ekpene Ikot-Okon,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Ekpri Ikot Ene,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Ekpri Ikot Umo,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Ekpri Nsidung,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Enang,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Esiene Ufot-Iyanba,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Esuk Mba,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Esuk Mbat Efio-Edem Efa,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Esuk Mbat Umo Edem,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Esuk Mbat-Efio Urua,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Iboku/Esit/Edik,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Idem,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Ikot Akpa,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Ikot Edem Odo,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Ikot Edet,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Ikot Efion Eniang,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Ikot Ekong,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Ikot Ekpo,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Ikot Ekpo Udo,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Ikot Obo,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Ikot Oboko,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Ikot Okan Okpo,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Ikot Okodiong,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Ikot Onono Iba,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Ikot Oyo,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Ikut Nkok Anie,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Nkakat Efiong Essien,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Nsa,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Usung Idim,Cross River  ,Bakassi ,541105,Ikot Edem Odo
Abayama,Cross River  ,Bakassi ,541106,Iboku 
Ada Iba,Cross River  ,Bakassi ,541106,Iboku 
Adana Mbaibo,Cross River  ,Bakassi ,541106,Iboku 
Adiabo Akani Obio,Cross River  ,Bakassi ,541106,Iboku 
Adun Mbiabo,Cross River  ,Bakassi ,541106,Iboku 
Afaha,Cross River  ,Bakassi ,541106,Iboku 
Akani Obio Ukem,Cross River  ,Bakassi ,541106,Iboku 
Akpatrefe,Cross River  ,Bakassi ,541106,Iboku 
Akwa Efe,Cross River  ,Bakassi ,541106,Iboku 
Akwa Iyoke,Cross River  ,Bakassi ,541106,Iboku 
Akwa Obio Inwang,Cross River  ,Bakassi ,541106,Iboku 
Atan Oku,Cross River  ,Bakassi ,541106,Iboku 
Ebe Akpo,Cross River  ,Bakassi ,541106,Iboku 
Edik Iko,Cross River  ,Bakassi ,541106,Iboku 
Edit Iko Ekpo-,Cross River  ,Bakassi ,541106,Iboku 
Edit Ikpa Eman,Cross River  ,Bakassi ,541106,Iboku 
Efuk Ifako,Cross River  ,Bakassi ,541106,Iboku 
Ekong Atan Oku,Cross River  ,Bakassi ,541106,Iboku 
Ekot Antigha Udo,Cross River  ,Bakassi ,541106,Iboku 
Ekot Efiok Eyo,Cross River  ,Bakassi ,541106,Iboku 
Ekpenyang Eyo,Cross River  ,Bakassi ,541106,Iboku 
Ekpenyong,Cross River  ,Bakassi ,541106,Iboku 
Ekpri Iyoki,Cross River  ,Bakassi ,541106,Iboku 
Ekwa Iyoke,Cross River  ,Bakassi ,541106,Iboku 
Eseku,Cross River  ,Bakassi ,541106,Iboku 
Esku Ikot Itam,Cross River  ,Bakassi ,541106,Iboku 
Esuk Akwa Obio,Cross River  ,Bakassi ,541106,Iboku 
Esuk Obot Inyang,Cross River  ,Bakassi ,541106,Iboku 
Etak Okono,Cross River  ,Bakassi ,541106,Iboku 
Ibonda Town,Cross River  ,Bakassi ,541106,Iboku 
Ibumo,Cross River  ,Bakassi ,541106,Iboku 
Ifako,Cross River  ,Bakassi ,541106,Iboku 
Ikiot Offiong Ebe,Cross River  ,Bakassi ,541106,Iboku 
Ikot  Ikang,Cross River  ,Bakassi ,541106,Iboku 
Ikot Abasi Eyo,Cross River  ,Bakassi ,541106,Iboku 
Ikot Antigha Ado ,Cross River  ,Bakassi ,541106,Iboku 
Ikot Asako,Cross River  ,Bakassi ,541106,Iboku 
Ikot Asido Otu,Cross River  ,Bakassi ,541106,Iboku 
Ikot Aye Eyo,Cross River  ,Bakassi ,541106,Iboku 
Ikot Efa,Cross River  ,Bakassi ,541106,Iboku 
Ikot Effiong Otop,Cross River  ,Bakassi ,541106,Iboku 
Ikot Efiok Eyo,Cross River  ,Bakassi ,541106,Iboku 
Ikot Efiok-Ekpenyong,Cross River  ,Bakassi ,541106,Iboku 
Ikot Ekong,Cross River  ,Bakassi ,541106,Iboku 
Ikot Enembe,Cross River  ,Bakassi ,541106,Iboku 
Ikot Eneokon,Cross River  ,Bakassi ,541106,Iboku 
Ikot Eno,Cross River  ,Bakassi ,541106,Iboku 
Ikot Essien,Cross River  ,Bakassi ,541106,Iboku 
Ikot Esu,Cross River  ,Bakassi ,541106,Iboku 
Ikot Etim,Cross River  ,Bakassi ,541106,Iboku 
Ikot Ewa Otu,Cross River  ,Bakassi ,541106,Iboku 
Ikot Eyo,Cross River  ,Bakassi ,541106,Iboku 
Ikot Eyo Abasi Itam,Cross River  ,Bakassi ,541106,Iboku 
Ikot Eyo Okon,Cross River  ,Bakassi ,541106,Iboku 
Ikot Ibok Eyo,Cross River  ,Bakassi ,541106,Iboku 
Ikot Mesembe,Cross River  ,Bakassi ,541106,Iboku 
Ikot Mfuho,Cross River  ,Bakassi ,541106,Iboku 
Ikot Mkpanam (Akpane),Cross River  ,Bakassi ,541106,Iboku 
Ikot Mkpang,Cross River  ,Bakassi ,541106,Iboku 
Ikot Nameti Otu,Cross River  ,Bakassi ,541106,Iboku 
Ikot Ntung,Cross River  ,Bakassi ,541106,Iboku 
Ikot Obongeno,Cross River  ,Bakassi ,541106,Iboku 
Ikot Okon Akabom,Cross River  ,Bakassi ,541106,Iboku 
Ikot Otudor,Cross River  ,Bakassi ,541106,Iboku 
Ikot Udo,Cross River  ,Bakassi ,541106,Iboku 
Ikot Ukpa,Cross River  ,Bakassi ,541106,Iboku 
Ikpet,Cross River  ,Bakassi ,541106,Iboku 
Inua Akpa,Cross River  ,Bakassi ,541106,Iboku 
Inwang,Cross River  ,Bakassi ,541106,Iboku 
Iso Inyang Ikpa,Cross River  ,Bakassi ,541106,Iboku 
Isong Inyang,Cross River  ,Bakassi ,541106,Iboku 
Isong Inyang Ene,Cross River  ,Bakassi ,541106,Iboku 
Isong Inyang Eyo,Cross River  ,Bakassi ,541106,Iboku 
Isong Inyang Ufak,Cross River  ,Bakassi ,541106,Iboku 
Isong Inyang-Akpamfrukin,Cross River  ,Bakassi ,541106,Iboku 
Isong Inynag,Cross River  ,Bakassi ,541106,Iboku 
Mbambori Ikot Ma,Cross River  ,Bakassi ,541106,Iboku 
Mbarakom,Cross River  ,Bakassi ,541106,Iboku 
Mbiabo,Cross River  ,Bakassi ,541106,Iboku 
Mbiabo Ikoneto,Cross River  ,Bakassi ,541106,Iboku 
Mbombori,Cross River  ,Bakassi ,541106,Iboku 
Ndom Itu,Cross River  ,Bakassi ,541106,Iboku 
Ndom Nyam,Cross River  ,Bakassi ,541106,Iboku 
Nkitto/Obot Okpo,Cross River  ,Bakassi ,541106,Iboku 
Nsa,Cross River  ,Bakassi ,541106,Iboku 
Nta Ikot Offiong Ede,Cross River  ,Bakassi ,541106,Iboku 
Nta Obo,Cross River  ,Bakassi ,541106,Iboku 
Nyom Idibi,Cross River  ,Bakassi ,541106,Iboku 
Obot Akpang,Cross River  ,Bakassi ,541106,Iboku 
Obot Etubom,Cross River  ,Bakassi ,541106,Iboku 
Obot Eyho,Cross River  ,Bakassi ,541106,Iboku 
Obot Eyo,Cross River  ,Bakassi ,541106,Iboku 
Obot Idim Nyoyok,Cross River  ,Bakassi ,541106,Iboku 
Obot Inyang,Cross River  ,Bakassi ,541106,Iboku 
Obot Iyang,Cross River  ,Bakassi ,541106,Iboku 
Obot Oko,Cross River  ,Bakassi ,541106,Iboku 
Obot Udo,Cross River  ,Bakassi ,541106,Iboku 
Obot Urua,Cross River  ,Bakassi ,541106,Iboku 
Obot Urua Mbiabo,Cross River  ,Bakassi ,541106,Iboku 
Obufa Obio Ukem,Cross River  ,Bakassi ,541106,Iboku 
Ofong Okurusa,Cross River  ,Bakassi ,541106,Iboku 
OKOY-,Cross River  ,Bakassi ,541106,Iboku 
Okpo Ikpa,Cross River  ,Bakassi ,541106,Iboku 
Okuruikang,Cross River  ,Bakassi ,541106,Iboku 
ONG  541107,Cross River  ,Bakassi ,541106,Iboku 
Osak,Cross River  ,Bakassi ,541106,Iboku 
Ovufa Obio Ukan,Cross River  ,Bakassi ,541106,Iboku 
Ukem Okoyong-Ekenge,Cross River  ,Bakassi ,541106,Iboku 
Usang Abani,Cross River  ,Bakassi ,541106,Iboku 
Usun Akin Akim,Cross River  ,Bakassi ,541106,Iboku 
Usung Obot,Cross River  ,Bakassi ,541106,Iboku 
Uyin Ekon,Cross River  ,Bakassi ,541106,Iboku 
Akapa Uwet,Cross River  ,Bakassi ,541108,Okoyong (South) 
Akpap-Okoyong,Cross River  ,Bakassi ,541108,Okoyong (South) 
Asiaha Obufa Usang,Cross River  ,Bakassi ,541108,Okoyong (South) 
Budeng,Cross River  ,Bakassi ,541108,Okoyong (South) 
Efe Ene,Cross River  ,Bakassi ,541108,Okoyong (South) 
Esine Ufot,Cross River  ,Bakassi ,541108,Okoyong (South) 
Esuk Ekom,Cross River  ,Bakassi ,541108,Okoyong (South) 
Iko,Cross River  ,Bakassi ,541108,Okoyong (South) 
Kaifa,Cross River  ,Bakassi ,541108,Okoyong (South) 
Ndoduo,Cross River  ,Bakassi ,541108,Okoyong (South) 
Nta Inwang,Cross River  ,Bakassi ,541108,Okoyong (South) 
Oboroko,Cross River  ,Bakassi ,541108,Okoyong (South) 
Obot Inyang,Cross River  ,Bakassi ,541108,Okoyong (South) 
Oton Hotoho,Cross River  ,Bakassi ,541108,Okoyong (South) 
Ubanbat,Cross River  ,Bakassi ,541108,Okoyong (South) 
Unyin Akamkpa,Cross River  ,Bakassi ,541108,Okoyong (South) 
Usung Esuk,Cross River  ,Bakassi ,541108,Okoyong (South) 
Usung Idim Usung,Cross River  ,Bakassi ,541108,Okoyong (South) 
Usung Ikoneto,Cross River  ,Bakassi ,541108,Okoyong (South) 
Usung Ura,Cross River  ,Bakassi ,541108,Okoyong (South) 
Utan Okpo,Cross River  ,Bakassi ,541108,Okoyong (South) 
New Etim,Cross River  ,Bakassi ,541109,New Netim 
Adua,Cross River  ,Bakassi ,541110,Odot Edion 
Akpa Ita,Cross River  ,Bakassi ,541110,Odot Edion 
Akwa Ekim,Cross River  ,Bakassi ,541110,Odot Edion 
Akwa Ikot,Cross River  ,Bakassi ,541110,Odot Edion 
Anwa Ibok,Cross River  ,Bakassi ,541110,Odot Edion 
Atan Odot,Cross River  ,Bakassi ,541110,Odot Edion 
Edem Adua,Cross River  ,Bakassi ,541110,Odot Edion 
Efedem,Cross River  ,Bakassi ,541110,Odot Edion 
Ekime Mfuk,Cross River  ,Bakassi ,541110,Odot Edion 
Ekimi Ebebit,Cross River  ,Bakassi ,541110,Odot Edion 
Esit Ikot,Cross River  ,Bakassi ,541110,Odot Edion 
Esuk Edem,Cross River  ,Bakassi ,541110,Odot Edion 
Esuk Odot,Cross River  ,Bakassi ,541110,Odot Edion 
Ndon Nwong,Cross River  ,Bakassi ,541110,Odot Edion 
Obio Asim,Cross River  ,Bakassi ,541110,Odot Edion 
Obot Inwang,Cross River  ,Bakassi ,541110,Odot Edion 
Obot Nunuene,Cross River  ,Bakassi ,541110,Odot Edion 
Obot Obio,Cross River  ,Bakassi ,541110,Odot Edion 
Obot Obot Eyanba,Cross River  ,Bakassi ,541110,Odot Edion 
Odot Uyi,Cross River  ,Bakassi ,541110,Odot Edion 
Ottong Ediong,Cross River  ,Bakassi ,541110,Odot Edion 
Usung Odot,Cross River  ,Bakassi ,541110,Odot Edion 
Akwa Ikot Eyo Edem,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Ekpene Efion Eyo,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Esine Ufot Ikot-Edet Nsa,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Esit Ikot,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Esit Ikot Ede Nsa,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Idebe Ikot Essen,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Idebe Ikot Essien,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Idebe Offiong-Umo,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Ikot Akpandem,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Ikot Anasua,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Ikot Asikpo,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Ikot Edem Mtifot,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Ikot Efio Enang,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Ikot Ekpo Essien,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Ikot Ene Edet,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Ikot Mbang,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Ikot Mkpa,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Ikot Nakan de,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Ikot Nkese,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Ikot Nya Nya,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Ikot Okon Mma,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Ikot Okor-Ekpenyong,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Ikot Otu Namuso,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Okon Idem,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Okoro Oyo Ita,Cross River  ,Bakassi ,541112,Ikot Nakawda (North) 
Abakpa Efio Ase,Cross River  ,Bakassi ,541113,Ikang North 
Abakpa Ikot-Nkok,Cross River  ,Bakassi ,541113,Ikang North 
Akpap Okon-Ekpriwong,Cross River  ,Bakassi ,541113,Ikang North 
Anie ,Cross River  ,Bakassi ,541113,Ikang North 
Edik Okon Idem,Cross River  ,Bakassi ,541113,Ikang North 
Esuk Okon,Cross River  ,Bakassi ,541113,Ikang North 
Esuke Aye,Cross River  ,Bakassi ,541113,Ikang North 
Ifiong Nsung,Cross River  ,Bakassi ,541113,Ikang North 
Ikot Edem Oku,Cross River  ,Bakassi ,541113,Ikang North 
Ikot Eso Odiong Ene,Cross River  ,Bakassi ,541113,Ikang North 
Ikot Iwang Okpo,Cross River  ,Bakassi ,541113,Ikang North 
Ikot Otu,Cross River  ,Bakassi ,541113,Ikang North 
Ofiong Edem Inyang,Cross River  ,Bakassi ,541113,Ikang North 
Osuk Okon,Cross River  ,Bakassi ,541113,Ikang North 
Usung Esuk-Efio-Obori,Cross River  ,Bakassi ,541113,Ikang North 
Doili,Borno,Gubio  ,602102,Gubio
Fulatami,Borno,Gubio  ,602102,Gubio
Gazabure,Borno,Gubio  ,602102,Gubio
Gubio,Borno,Gubio  ,602102,Gubio
Gubio I,Borno,Gubio  ,602102,Gubio
Gubio II,Borno,Gubio  ,602102,Gubio
Jilili,Borno,Gubio  ,602102,Gubio
Kanguri,Borno,Gubio  ,602102,Gubio
Karaguwa,Borno,Gubio  ,602102,Gubio
Karauwa,Borno,Gubio  ,602102,Gubio
Kareto Kanguri,Borno,Gubio  ,602102,Gubio
Moleram,Borno,Gubio  ,602102,Gubio
Musari,Borno,Gubio  ,602102,Gubio
Akwa Obutong,Cross River  ,Bakassi ,541114,Ikangu Central 
Edik Idim Ikot,Cross River  ,Bakassi ,541114,Ikangu Central 
Ekpri Ikang,Cross River  ,Bakassi ,541114,Ikangu Central 
Ikang Efio Ekpe,Cross River  ,Bakassi ,541114,Ikangu Central 
Ikang Town,Cross River  ,Bakassi ,541114,Ikangu Central 
Ine Akpa Ikang,Cross River  ,Bakassi ,541114,Ikangu Central 
Ine Effiong,Cross River  ,Bakassi ,541114,Ikangu Central 
Ine Ibot Owong,Cross River  ,Bakassi ,541114,Ikangu Central 
Ine Ikong Efanga,Cross River  ,Bakassi ,541114,Ikangu Central 
Ine Nkene Okure I,Cross River  ,Bakassi ,541114,Ikangu Central 
Ine Nkene Okure II,Cross River  ,Bakassi ,541114,Ikangu Central 
Ine Nkoi,Cross River  ,Bakassi ,541114,Ikangu Central 
Ine Ukpono,Cross River  ,Bakassi ,541114,Ikangu Central 
Ine Utan,Cross River  ,Bakassi ,541114,Ikangu Central 
Ine Utan Asukwo,Cross River  ,Bakassi ,541114,Ikangu Central 
Agapa Lama,Borno,Gwoza  ,610106,Gwoza 
Alau,Borno,Gwoza  ,610106,Gwoza 
Amdaga,Borno,Gwoza  ,610106,Gwoza 
Arce,Borno,Gwoza  ,610106,Gwoza 
Ashigashia,Borno,Gwoza  ,610106,Gwoza 
Balangaje,Borno,Gwoza  ,610106,Gwoza 
Balazala,Borno,Gwoza  ,610106,Gwoza 
Barawa,Borno,Gwoza  ,610106,Gwoza 
Bokko,Borno,Gwoza  ,610106,Gwoza 
Bulabulin,Borno,Gwoza  ,610106,Gwoza 
Duma,Borno,Gwoza  ,610106,Gwoza 
Falagwe,Borno,Gwoza  ,610106,Gwoza 
Gadful Bubayawa,Borno,Gwoza  ,610106,Gwoza 
Gudul,Borno,Gwoza  ,610106,Gwoza 
Gwoza,Borno,Gwoza  ,610106,Gwoza 
Gyomuyi,Borno,Gwoza  ,610106,Gwoza 
Hambagda,Borno,Gwoza  ,610106,Gwoza 
Isge,Borno,Gwoza  ,610106,Gwoza 
Jaye,Borno,Gwoza  ,610106,Gwoza 
Kina,Borno,Gwoza  ,610106,Gwoza 
Kinawa,Borno,Gwoza  ,610106,Gwoza 
Kurana Bassa,Borno,Gwoza  ,610106,Gwoza 
Kwatara,Borno,Gwoza  ,610106,Gwoza 
Limankara,Borno,Gwoza  ,610106,Gwoza 
Lokodisa,Borno,Gwoza  ,610106,Gwoza 
Luva,Borno,Gwoza  ,610106,Gwoza 
